Name,URL,Photo,Description,Members
Atlanta WordPress Engineers,https://www.meetup.com/atlanta-wordpress-engineers/,https://secure.meetupstatic.com/photos/event/b/d/d/600_443583037.jpeg,"Is this meetup for you?

• Are you a WordPress professional who is more focused on PHP, MySQL and/or JavaScript code, or on DevOps, than on design?

• Do you work for a digital or interactive agency, or an internal corporate web development team, or are you a freelance developer looking to work for one?

• Do your WordPress projects tend to be much larger than the average WordPress site, with lots of custom PHP, MySQL or JavaScript code and/or hosted on more complex server stacks than shared hosting at GoDaddy or similar?

• Do you work best on a project team instead of being a one-person WordPress impresario?

• Are you not afraid of learning new things, things like PHP, MySQL, Nginx, jQuery, ReactJS, EmberJS,Git, Backbone, Vagrant, Docker, and of course the WordPress REST API?

If you answered ""Yes"" to all the above questions then the Atlanta WordPress Engineers meetup is for you.

IMPORTANT: We are not affiliated with the WordPress Foundation's Community Meetups initiative (https://make.wordpress.org/community/meetups/) because we are not open to WordPress end-users. We are instead a group for serious professionals with a goal of raising the bar for WordPress coder talent in the Southeast and to make it more viable for the major project funders to choose WordPress instead of closed source solutions.

So this meetup will cover the best practices expected by clients who spend $100k+ on a website and want to ensure they get stability, security, performance and a financial return on their investment.

Join us and let's get started raising the bar for WordPress talent in Atlanta.",484
Analytics.Club Atlanta,https://www.meetup.com/AC-ATL/,https://secure.meetupstatic.com/photos/event/9/5/b/9/600_431798329.jpeg,"Analytics.CLUB (http://analytics.club/) is world’s largest volunteer led data analytics community. We are all motivated and tasked to create a friendly, information sharing community for local talent pool. We also support our strong offline community with online tools to improve engagement and create deep networks so we all could learn from each other. Professionals (from Fortune 100 Chief Analytics Officers to Leading Business Analysts), join #AnalyticsCLUB to help build a strong and vibrant data analytics community. You are welcome too!

Here are some useful links:

AnalyticsCLUB Online: https://analytics.club (http://analytics.club/)

Artificial Intelligence Career Coach TAO (https://tao.ai/): https://tao.ai (https://tao.ai/)

Community Guidelines:

Analytics.CLUB Meetup follows Meetup.com's Use of Platform (http://www.meetup.com/terms/) guidelines, as well as our own Community Guidelines (https://analytics.club/community-guidelines/). We expect all members to respect each other acknowledge these at all times. Should you have any concern, please contact us at info@Analytics.CLUB Thank you.

About our community:

Founded in 2013, Analytics.CLUB is the largest and fastest growing data analytics club in the world. Designed by data scientists for data analytics professionals, our community supports and empowers STEM networks, brings analytics to the 99%, and offers educational and career opportunities. Our members join online and offline meetups to promote brand/mission awareness, share resources, and hire talent.

@AnalyticsWeek : All Things Analytics (https://www.youtube.com/watch?v=-LP636bbszA)

Here is a video of why we created Analytics.Club.

https://youtu.be/-LP636bbszA

Want to find/post jobs? Email: http://jobs.analyticsweek.com (http://jobs.analyticsweek.com/)

Want to support/speak/sponsor? Email us: https://twitter.com/analyticsclub

Facebook: https://www.facebook.com/analyticsweek/

Youtube: https://www.youtube.com/channel/UCTRnq6ldDnYDkymey_UdeSA

Soundcloud: https://soundcloud.com/analyticsweek

iTunes Channel: http://math.im/itunes

Google Play Channel: http://math.im/gplay

LinkedIn: https://www.linkedin.com/company/analyticsweek",480
Joomla! User Group Atlanta,https://www.meetup.com/atlantajoomla/,https://secure.meetupstatic.com/photos/event/9/a/e/e/600_374019662.jpeg,"Meet others in your local area who want to build websites with Joomla!

They aim is to provoke conversation and encourage discussion rather than to bore people with endless Powerpoint slides.

Joomla!® User Group Atlanta is not affiliated with or endorsed by the Joomla!® Project or Open Source Matters. The Joomla!® name and logo is used under a limited license granted by Open Source Matters, the trademark holder in the United States and other countries.",477
Quality People ATL Professional Networking Meetup,https://www.meetup.com/Quality-People-ATL-Professional-Networking-Meetup/,https://secure.meetupstatic.com/photos/event/8/8/6/b/600_458374923.jpeg,"Quality People ATL (QPAtl) represents a gathering of current and aspiring Quality and Process Improvement practitioners, from all industries and diverse backgrounds

Quality People ATL mission is built on QUALITY PEOPLE SUPPORTING QUALITY PEOPLE

QPAtl was formed with the following goals and objectives:
• Create an effective forum for meeting and networking;
• Share and leverage knowledge, lessons learned, other notable best practices;
• Develop a specialized cohort of thought leaders;
• Educate and develop our skills;
• Support career development, transitions, and other job connecting opportunities.",476
Startup ATL,https://www.meetup.com/startupatl/,https://secure.meetupstatic.com/photos/event/b/b/e/b/600_448608107.jpeg,"Atlanta is thriving with startups and innovative entrepreneurs. Come join the fun and meet like-minded innovators and shakers in local tech startups. Talking with fellow founders will leave you with a sense of direction. We also host Atlanta's favorite Pitch Battles. Where can you find us of each month?
Pitch Battles at 6:30pm every 4th Thursday

Thanks,
Matt Holmes (@handshakin)
Founder, Handshakin.com (http://www.Handshakin.com)
www.handshakin.com/about-matt",472
Technology Association of Georgia,https://www.meetup.com/Technology-Association-of-Georgia/,"","It's a new world for tech, and the Technology Association of Georgia (TAG) has emerged as a world-class membership organization and an engine for economic development for the state of Georgia. TAG's mission is to educate, promote, influence and unite Georgia's technology community to foster an innovative and connected marketplace that stimulates and enhances Georgia's tech-based economy.",463
WordPress Gwinnett,https://www.meetup.com/WordPress-Gwinnett/,https://secure.meetupstatic.com/photos/event/4/f/6/2/600_101660322.jpeg,"Tired of everyone saying how easy WordPress is when you still struggle with basic things?

Or, looking to learn more about professional WordPress development and best practices, and not afraid to dig into the code?

Wish there was a place to go, close to home, where you know you can get WordPress help and guidance from people who know WordPress inside-and-out but allow you to feel comfortable asking any question?

Get solid, knowledgeable WordPress help and discussion from people who help build WordPress itself — right here in Gwinnett.

Every 3rd Thursday of the month starting at 7:00pm.

From just starting out with WordPress (where the heck is my dashboard again?) to professional WordPress development and deployments, you'll find something to fit where you are on your WordPress journey — without having to drive downtown!

You won't be on the receiving end of any sales pitches, but, you will have access to a strong core of WordPress developers (who work with WordPress users for a living) who will be able to guide you to the *best* ways to do whatever you can dream of (and will legitimately tell you when we just don't know :-)).

So come on by — all you need is your own WordPress site and a desire to learn.

Our general users meet up from 7:00 - 7:45pm and developers (and advanced users* who want to learn more) from 7:45 - 8:30pm (you can come to both if you want!)

Gwinnett: WordPress Success Lives Here!

*Advanced users are welcome in the developer meetup!

If you're familiar with...

Downloading, installing, and configuring WordPress

How to setup WordPress on a local machine

Downloading, installing, and configuring themes and plugins

HTML and CSS (and potentially JavaScript)

And, you're interested in learning more, especially as it relates to writing code for WordPress,

Then come on by :-)",460
Internet of Things Atlanta,https://www.meetup.com/IoTAtlanta/,https://secure.meetupstatic.com/photos/event/1/3/8/3/600_446284995.jpeg,"A group for technology professionals and students interested in the irreversible trends (e.g. Mobility, Big/Fast Data and Cloud Computing), leading towards the Internet of Things. The idea is to facilitate discussions, knowledge sharing, networking and collaboration opportunities around the digital/analog technologies and the information ecosystems, that will help evolve the Internet of Things.",460
Tech400 Meetup,https://www.meetup.com/Tech400-Meetup/,https://secure.meetupstatic.com/photos/event/3/8/3/2/600_463754386.jpeg,"Tech400 is for technology-minded individuals who desire to stay informed regarding the ever-changing tech industry in Atlanta. Our focus is specifically North Fulton where over 900 technology companies are located along the GA400 corridor. Highlighted events will include IoT, Cyber Security, Innovation, and FinTech.",458
Software Craftsmanship Atlanta,https://www.meetup.com/Software-Craftsmanship-Atlanta/,https://secure.meetupstatic.com/photos/event/3/8/a/0/600_449954496.jpeg,"A group of programmers that are passionate about our craft. We have a different format from your usual technology user group. Here is our format: 0-3 Lightning talks (capped at 5 minutes each) - Anybody can have 5 minutes to talk about whatever topic they feel will be of interest to the group. You will be buzzed off at 5 minutes. ~30 min - Reading Discussion (usually a chapter or two from a book) ~60 min - Coding Exercise (we've done guided katas, randori, open coding of a problem, experiences... really anything as long as everyone is coding)",447
Alpharetta Rails Coders,https://www.meetup.com/Alpharetta-Rails-Coders/,https://secure.meetupstatic.com/photos/event/a/2/d/3/600_448181683.jpeg,"As with all Frameworks, everything works in the demo and tutorial. Now you need to get the framework to do what you want it to do. We can help you overcome any Rails problem, from newbie to experienced developer, we can help. Don't know what Rails is and just want to learn, no problem, we can help you get your feet wet.",440
"Atlanta MEAN (Mongo, Express, Angular, Node) Developers",https://www.meetup.com/meansters/,https://secure.meetupstatic.com/photos/event/e/7/8/b/600_453539275.jpeg,"http://photos3.meetupstatic.com/photos/event/6/7/d/0/600_451826576.jpeg

A group for software development professionals, who are interested to exchange ideas and share their experience on application development using MEAN Stack (Mongo, Express, Angular, Node).",431
Atlanta IBM Cloud & Watson Meetup,https://www.meetup.com/Atlanta-IBM-Bluemix-Meetup/,https://secure.meetupstatic.com/photos/event/5/2/a/1/600_455661153.jpeg,"IBM Cloud Platform as a Service (PaaS) developed by IBM. It supports several programming languages, provides access to Watson cognitive API, provisions numerous persistence services as well as integrated DevOps to build, run, deploy and manage applications on the cloud. Bluemix™ is based on Cloud Foundry open technology. This group serves to help new developers and system operators understand the IBM Cloud and exchange ideas on how to best implement these services. [Not Affiliated with IBM].",427
Ionic Atlanta,https://www.meetup.com/Atlanta-Ionic-Developers/,https://secure.meetupstatic.com/photos/event/5/2/9/c/600_435381148.jpeg,"This is a meetup group for Ionic Mobile application development, specifically with the Ionic Framework ( http://ionicframework.com ). We will discuss and present on Ionic, Cordova, Phonegap, Hybrid Development, and more! More information to come soon!",423
Atlanta Mixed Reality Meetup,https://www.meetup.com/Atlanta-Mixed-Reality-Meetup/,https://secure.meetupstatic.com/photos/event/d/e/9/a/600_435896986.jpeg,VR | AR | MR | 3D | 360º Photos | 360º Videos | Oculus Rift | Samsung Gear VR | HTC Vive | PlayStation VR | The Future Arrives Shortly | Got an event that you would like promoted by the Atlanta Mixed Reality Meetup? Please email: DanSmigrod@WeGetAroundNetwork.com | The Guide to 69 360º 1-Click Cameras (https://www.we-get-around.com/buy-360-3d-vr-photo-video-1-click-camera/) curated by We Get Around Atlanta,422
Anidata,https://www.meetup.com/Anidata/,https://secure.meetupstatic.com/photos/event/6/a/8/5/600_459747269.jpeg,Anidata is a non-profit corporation consisting of established and aspiring data scientists who have come together with the purpose of applying data science to make a difference in the community.,420
"Drone Racing Club™ (DRC) Atlanta, GA",https://www.meetup.com/Drone-Racing-Club-DRC/,https://secure.meetupstatic.com/photos/event/3/8/b/4/600_451874516.jpeg,"It is all about racing your drone for fun! Do you love the idea of POD racing in real life without the risk (i.e. Star Wars Episode I)? Are looking for a hobby that is exhilarating and fun beyond words? Do you own a drone? Are you curious about drones or a seasoned multi-rotor enthusiast? Are you a hacker or maker? If you answered yes to any one of those questions then you are likely a good candidate for this group. I am looking for like minded individuals to get together routinely to talk drone tech, discuss, build and plan monthly drone races throughout the Greater Metro Atlanta Area. Lets organize, build and GET RACING!

Join the club today! http://join.1drc.com

Connect with us:
Facebook (http://facebook.1drc.com)
Twitter (http://twitter.1drc.com)
Google (http://google.1drc.com)
Youtube (http://youtube.1drc.com)",419
Future of Data: Atlanta,https://www.meetup.com/futureofdata-atlanta/,https://secure.meetupstatic.com/photos/event/9/f/1/2/600_467020722.jpeg,"This meetup is focused on the Future of Data and the open community data projects governed by the Apache Software Foundation. Geared towards developers, data scientists and ALL Data enthusiasts who are building modern data applications. Our meetups cover all data -- data-in-motion and data-at-rest. Meetups provide an opportunity to listen, share and work hands on with other technologists in the open source and open community Apache tools.",418
Content Strategy Atlanta,https://www.meetup.com/Atlanta-Content-Strategy/,https://secure.meetupstatic.com/photos/event/b/f/6/0/600_306288992.jpeg,"This group is for anyone who cares about content — content strategists, writers, editors, content managers, communicators, information architects, product managers, user experience designers, marketers, publishers, and more.

Content Strategy Atlanta is a place to share knowledge, hear great speakers, network, and share your war stories.

Atlanta, let's grow our content strategy community together.

*If you’re curious or new to the practice, here’s a great place to start learning: The Epic List of Content Strategy Resources (http://www.jonathoncolman.org/2013/02/04/content-strategy-resources/).",418
The Atlanta SEO Meetup Group,https://www.meetup.com/atlantaseo/,https://secure.meetupstatic.com/photos/event/9/5/6/5/600_9998245.jpeg,"Atlanta SEO is for WEBSITE STAKEHOLDERS, i.e. people responsible for SEO on their employers and/or their own named websites. More specifically, Atlanta SEO is for Marketing Professionals, Business Owners, and Technical Professionals who want to learn more both from presenters and peers about Search Engine Optimization (SEO) techniques for the websites they own or manage. The goal is to gather and share advice on better ways to work with search engines. Learn more about Atlanta SEO at http://www.meetup.com/atlantaseo/about/",418
22TechPark,https://www.meetup.com/22TechPark/,https://secure.meetupstatic.com/photos/event/6/c/7/2/600_440547762.jpeg,"22TechPark offers events to help technology entrepreneurs in the Greater Atlanta Area through our incubator. The goal of 22TechPark Meetups are to give IT startups the chance to practice pitching their companies and through this provide an environment that is conducive to teamwork, sharing, flexibility and execution. From a single person pod to a growing team, every type of startup is welcome to join 22TechPark's community of driven IT entrepreneurs. Take the first step towards developing your startup and flourishing within our community of IT professionals and attend any one of our events!",418
"Next Gen Native Hadoop Big Data Apex Users Group, Atlanta",https://www.meetup.com/Apex-Users-Group-Atlanta/,https://secure.meetupstatic.com/photos/event/c/2/f/0/600_448669904.jpeg,"Welcome BigFoots!

This meetup has been formed to discuss customer use cases and design patterns related to Apache Apex, a next generation native Apache Hadoop big data platform. We built a big data Apex community with the intent to meet face to face in Atlanta and have a strong influence on the big data ecosystem. There will still be webcasts announced here but moving forward, we will be producing much more content via our online meetup group, BDIT Apex Atlanta Online. Please also join the online group (http://www.meetup.com/Big-Data-Hadoop-Ingest-Transform-Apex-Atlanta-Online/) so that you don’t miss any upcoming events or content!

Apex unifies stream and batch processing. Use cases include ingestion, fast real-time analytics, data movement, disaster recovery in Hadoop, ETL, fast batch, alerts and real-time actions. Apex is a Hadoop-native YARN implementation. It simplifies development and productization of Hadoop applications by reducing time to market. Key features include Enterprise Grade Operability with Fault Tolerance, State Management, Event Processing Guarantees, No Data Loss, High Performance, Linear Scalability. Apex enables users to run any user defined code natively in Hadoop. Apex comes will deep versioned webservice and metrics for system and application monitoring. Additionally Apex includes Malhar library of reusable operators (functions). Examples of connectors include the following

• Messaging Systems: ActiveMQ, Flume, JMS, Kafka, Kinesis Streams, MapR Streams, Nifi, RabbitMQ, Solace, ZeroMQ, etc.

• File Systems: HDFS, NFS, S3, etc.

• Databases/Stores: Accumulo, AeroSpike, Cassandra, CouchDb, MongoDB, HBase, Couchbase, Geode, HBase, Hive Tables, Impala, JDBC, HP Vertica, MemCache, MemSql, MySql, Oracle, Redis, etc.

• Protocols: AMPQ, HTTP, FTP/SFTP, MQTT, SMTP, Rest/Soap, Twitter, Websockets, etc.

• Other Systems: Elastic Search, Solr, Twitter, etc.

To reduce time to market, look at operable app-templates (https://www.datatorrent.com/apphub/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) that you can quickly import and launch.

Examples: HDFS-Sync (https://www.datatorrent.com/apphub/hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), Kafka-HDFS (https://www.datatorrent.com/apphub/kafka-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), HDFS-Line-Copy (https://www.datatorrent.com/apphub/hdfs-to-hdfs-line-copy/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), S3-HDFS (https://www.datatorrent.com/apphub/s3-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) and HDFS-Kafka (https://www.datatorrent.com/apphub/hdfs-to-kafka-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links).

We want to develop a strong community that meets face to face and has a deep influence on big data ecosystem. If you are interested in presenting at this meet-up, please email to apex-meetup@datatorrent.com.

Free DataTorrent Enterprise Edition for qualifying startups. Check it out (https://www.datatorrent.com/products-services/start-up-accelerator/?utm_source=meetup&utm_campaign=links_in_description_startup_accelerator&utm_medium=links)!

A lot of above technologies are registered trademarks or trademarks (https://www.apache.org/foundation/marks/list/)of the Apache Software Foundation.

Apex Users Group Organizer",417
Atlanta Informatica User Group,https://www.meetup.com/Atlanta-Informatica-User-Group/,https://secure.meetupstatic.com/photos/event/2/4/0/b/600_454449227.jpeg,"Welcome to the Atlanta Area Informatica User Group. The goal of this group is to get together to learn, share, and collaborate with others that are working with-- or want to work with--the Informatica products. The members of the group will help to decide on topics for future meetings, present their experiences, and learn from each other.",414
Alpharetta AI (Artificial Intelligence) Meetup,https://www.meetup.com/Alpharetta-AI-Artificial-Intelligence-Meetup/,https://secure.meetupstatic.com/photos/event/5/4/7/9/600_447201625.jpeg,"This is a group to discuss and share latest developments in Artificial Intelligence including machine learning, computer vision, cognitive systems, genetic algorithms, neural networks, social robotics, etc. We'll also show tangible things like code, tools, platforms, APIs, SDKs, and robots. Join us!",412
Amazon Sellers of Atlanta,https://www.meetup.com/Amazon-Sellers-of-Atlanta/,https://secure.meetupstatic.com/photos/event/b/7/3/6/600_461026902.jpeg,"This is a group for individuals interested in networking with others who sell on Amazon. Members of the group sell (or are intersted in selling) using various business models including:

• Private Label Products (PLP)

•  Retail and Online Arbitrage

• Sourcing media (digital as well as new and used products) for resale on Amazon

• eBooks

Many members use more than one of these methods to offer products.

A large number of members have been through the PLP process and have those products selling on Amazon.

As the group has grown, the topics have expanded and the format has evolved - - - based on recent requests and since each seller uses various methods to sell on Amazon.

A wealth of knowledge exists amongst the members, and the meetups have been very informative and motivating!",410
Atlanta Windows Apps,https://www.meetup.com/Atlanta-Windows-Apps/,https://secure.meetupstatic.com/photos/event/a/0/f/2/600_448601202.jpeg,"We're a group of Developers, Designers, and Enthusiasts from the greater Atlanta area interested in building awesome Windows Store apps for Windows 8 and the Windows RT devices.",408
Atlanta Salesforce Saturday Meetup,https://www.meetup.com/Atlanta-Salesforce-Saturday-Meetup/,https://secure.meetupstatic.com/photos/event/4/8/7/6/600_465678550.jpeg,"Salesforce Saturday is where Salesforce.com Admins, Devs, BAs, and Users can come together over coffee/tea and share best practices and hone in on their skills.",398
Atlanta CRM,https://www.meetup.com/Atlanta-CRM/,https://secure.meetupstatic.com/photos/event/5/3/3/7/600_445881303.jpeg,"There are multiple options for Customer Relationship Management software in your organization. How do you learn about the various options?

We formed this group to bring together a community of professionals involved in customer relationship management software. We gather to meet each other and share ideas to advance the adoption of various tools.

Who should join?

• Anyone interested in building extraordinary customer relationships

• Sales managers and directors learning about sales process in CRM

• Marketers learning how to use CRM

• Support professionals who want to target customer needs

Why should you join?

• Drive cultural change in your organization

• Energize your sales and marketing

• Network with sales professionals and CRM users

• Improve customer experience

Join us today!",396
"MidTown - ATL - Database, Cloud, Virtualization & Storage",https://www.meetup.com/MidTown-ATL-Database-Cloud-Virtualization-Storage/,"","Talk database, cloud, application, virtualization, big data, open-source and storage trends and new directions (Oracle, SQL Server, mySQL, SAP HANA, Azure, AWS, vCloud Air, Database-as-a-Service, Platform-as-a-Service, Infrastructure-as-a-Service, VMware, Hyper-V, Data Lakes, Cassandra, MongoDB, noSQL, CouchBase, Linux, Flash storage trends and new directions)",393
Atlanta Sitecore User Group,https://www.meetup.com/Atlanta-Sitecore/,https://secure.meetupstatic.com/photos/event/3/0/c/5/600_459552485.jpeg,"Focusing on the industry-leading Sitecore CMS platform, the Atlanta Sitecore User Group is a networking group located in the Greater Atlanta area.

It aims to provide Sitecore partners, clients, prospects, and developers an opportunity to network with one another, share best practices with the Sitecore platform, and learn more about the tool and the people who are leveraging it.

Membership is open to anyone interested in Sitecore Content Management Systems, from all levels of experience.

Join us at our next meetup! We look forward to meeting you!

Sponsored by:

Arke

BrainJocks

Perficient

Rightpoint

Avanade

Sagepath",393
GAIT - IoT Analytics Atlanta,https://www.meetup.com/IoT-Analytics-Atlanta/,"","This is a group for anyone interested in Internet of Things (IoT) Analytics, more specifically building an IoT Analytics solution using Big Data tools. I started this group to meet with IoT enthusiasts and IoTA professionals with the goal to discuss IoT business problems from a strategic non-technical perspective as well as from Big Data technologies side of things to discuss how data is acquired and stored, how it's processed & transformed and how it can be used to deliver business insights.",391
Big Data Hadoop Ingest Transform Apex Atlanta Online,https://www.meetup.com/Big-Data-Hadoop-Ingest-Transform-Apex-Atlanta-Online/,"","Welcome Big Data Ingesters/BigFoots!

This meetup has been formed to discuss customer use cases, applications and design patterns for big data ingestion, transformation, and egression via webcasts. Use cases for transformations include fast real-time analytics, data movement, disaster recovery in Hadoop, data integration, fast batch, and database load/off-load. Key focus will be on integrating Hadoop with various systems including message systems, file systems, and databases. Users should be able to connect to any source and any destination from within Hadoop. Ability to leverage any user code as part of the connections and transformations. This meetup will be exclusively online. We are a growing online community that meets online and has a deep influence on the big data ecosystem.

Examples of messaging systems include ActiveMQ, Flume, JMS, Kafka, Kinesis Streams, MapR Streams, Nifi, RabbitMQ, Solace and ZeroMQ.

Examples of file systems include HDFS, FTP, NFS, S3, SFTP, and MapR-FS.

Examples of databases/stores include Accumulo, AeroSpike, Cassandra, CouchDb, MongoDB, HBase, Couchbase, Geode, HBase, Hive Tables, MapR-DB, Impala, JDBC, HP Vertica, MemCache, MemSql, MySql, Oracle, Redis.

Examples of protocols include AMPQ, HTTP, MQTT, SMTP, Rest/Soap, Twitter, Websockets.

Other connectors include ElasticSearch, Splunk, Solr.

To reduce time to market, look at operable app-templates (https://www.datatorrent.com/apphub/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) that you can quickly import and launch.

Examples: HDFS-Sync (https://www.datatorrent.com/apphub/hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), Kafka-HDFS (https://www.datatorrent.com/apphub/kafka-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), HDFS-Line-Copy (https://www.datatorrent.com/apphub/hdfs-to-hdfs-line-copy/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links), S3-HDFS (https://www.datatorrent.com/apphub/s3-to-hdfs-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links) and HDFS-Kafka (https://www.datatorrent.com/apphub/hdfs-to-kafka-sync/?utm_source=meetup&utm_campaign=links_in_description&utm_medium=meetup_links).

Our webcasts will also include production customers who will present their use cases.

Free DataTorrent Enterprise Edition for qualifying startups. Check it out (https://www.datatorrent.com/products-services/start-up-accelerator/?utm_source=meetup&utm_campaign=links_in_description_startup_accelerator&utm_medium=links)!

A lot of above technologies are registered trademarks or trademarks (https://www.apache.org/foundation/marks/list/)of the Apache Software Foundation.

We want to develop a strong, online community that has a deep influence on the big data ecosystem.

Big Data Ingest & Transform Atlanta Community Organizer",389
"Ethical Hackers, Penetration Testers, & Information Security",https://www.meetup.com/Ethical-Hackers/,https://secure.meetupstatic.com/photos/event/3/7/1/1/600_461234097.jpeg,"Our group focuses on Network infiltration, Web application vulnerability testing, security assessments and of course CTFs.. Geeking out on all things InfoSec, play a little and Learn alot!
The goal is to have weekly meetings to hone our skills.",388
Learn to Code | Thinkful Alpharetta,https://www.meetup.com/Learn-to-Code-Thinkful-Alpharetta/,https://secure.meetupstatic.com/photos/event/4/0/7/3/600_462196499.jpeg,"Thinkful Alpharetta helps you learn new skills and become hired developers and data scientists. We host workshops, info-sessions, tech talks, and happy hours focused on helping you learn how to code. So whether you are just beginning to learn the basics, don't even know where to start, or have dabbled in development or data science already, come join us!",382
Southeastern Inventors Association,https://www.meetup.com/Southeastern-Inventors-Assn/,https://secure.meetupstatic.com/photos/event/6/a/9/1/600_431907281.jpeg,"The Southeastern Inventors Association (SIA) is an innovative network for inventors and resource providers. Based in greater Metro Atlanta area, the SIA brings together a diverse group of people. From those just beginning their inventing journey to those with patent in hand combined with people who provide resources, we offer a chance to meet and collaborate twice monthly. Our association meets on the 4th Saturday each month (except 2nd Saturdays for Nov & Dec).

Each meeting has time for networking, a relevant speaker, and association business. We also meet in the evening the week following for a ""happy hour"" for inventors and interested resource providers.....a roundtable setting to share ideas, ask for advice, and find encouragement for the next step. Started in July 2014, our members come from very diverse backgrounds and their innovations are wide-ranging. From seasoned patent holders to those who are just beginning, visitors are encouraged to tell us how we can support each inventor's journey.",381
Atlanta SharePoint & Office 365 User Group,https://www.meetup.com/Atlanta-SharePoint-Office-365-User-Group/,https://secure.meetupstatic.com/photos/event/e/9/2/4/600_458399684.jpeg,"This is the Atlanta SharePoint and Office 365 User Group. We were founded in April 2009 and have finally made the move to Meetup. We are a community organization for all SharePoint and Office 365 users, developers, administrators and related professionals. Come join us on the third Monday of the month.",379
Atlanta Xamarin Users Group,https://www.meetup.com/Atlanta-Xamarin-Users-Group/,https://secure.meetupstatic.com/photos/event/3/3/f/4/600_448633300.jpeg,"Calling all Xamarin developers in the Atlanta area! We have started this Meetup to create a group which fosters the sharing of ideas and learning on Xamarin. This spectacular platform is an ideal digital solution that enables developers to easily create cross-platform mobile apps using a device's native UI with C#, simplifying mobile application creation. We hold hands-on sessions, solve problems, and bring in various speakers to cover a range of mobile development topics. This growing platform is young and together we'll be able to share ideas and challenges to make all our lives a little easier. If you're a developer, designer, manager, QA or mobile user, this group is right for you!

For up to date announcements follow us on Twitter: @atlxamarin",374
Southeast Information Technology Professionals,https://www.meetup.com/Southeast-Information-Technology-Professionals/,https://secure.meetupstatic.com/photos/event/9/1/9/0/600_439777264.jpeg,"This group is up for grabs, I am stepping down.

Information Technology Professionals (IT Pro's) in the Southeast United States come together on a very regular schedule to learn about the latest and greatest technologies.",374
Atlanta-Lean-Startup-Circle,https://www.meetup.com/Atlanta-Lean-Startup-Circle/,https://secure.meetupstatic.com/photos/event/7/f/1/3/600_50852531.jpeg,"Fail often learn quickly... Lean startup uses customer development to reduce waste, reduce time to market, increase contact with customers and avoid incorrect market assumptions.

We're a group of tech entrepreneurs using the Build/Measure/Learn iteration loops in our startups. We're ready to talk implementation and share data from our experiments.

Learn More about Lean Startups: http://en.wikipedia.org/wiki/Lean_Startup (http://en.wikipedia.org/wiki/Lean_Startup)

* The Lean Startup is a trademark and service mark owned by Eric Ries. *

Qualifications to become a member of this meetup:

1. This meetup is for Technology Startups only. Mostly Web startups...

2. You should have a tech company that you are currently starting and/or running or have started/run a tech startup in the last 12 months.

If you aren't sure if this group is a good fit, register and we will be in contact soon. Thanks!!",371
RIoT Atlanta,https://www.meetup.com/RIoT-Atlanta/,"","RIoT Atlanta is the Atlanta chapter of the RIoT organization. Collectively RIoT represents a network of technologists, engineers, business leaders, academics, policy makers, and entrepreneurs, all of whom have a stake in the Internet of Things industry. Companies ranging from startups to international heavyweights meet frequently to exchange ideas, to learn new technologies, and to create new opportunities. The Internet of Things is here, and it’s growing. Our mission is to create a community that captures IoT opportunities locally, nationally, and globally.",366
Atlanta Artificial Intelligence Meetup,https://www.meetup.com/Atlanta-Artificial-Intelligence-Meetup/,https://secure.meetupstatic.com/photos/event/b/0/3/b/600_456465115.jpeg,"Anyone interested in Artificial Intelligence, Machine Learning, Deep Learning, Neural Network ...",363
Ember.js Atlanta Meetup,https://www.meetup.com/Ember-Atlanta-Meetup/,https://secure.meetupstatic.com/photos/event/6/1/5/a/600_141984922.jpeg,"Follow Us on Twitter at @AtlantaEmber (https://twitter.com/AtlantaEmber)

Visit our site at http://www.atlantaember.io/ (WIP)

Come and discuss topics related to the exciting new Ember.js and Ember-Data JavaScript frameworks in Midtown Atlanta.",361
OTP Developers,https://www.meetup.com/OTPdevs/,https://secure.meetupstatic.com/photos/event/d/c/b/6/600_225956502.jpeg,"We're a bunch of developers who love to learn and share new technologies and skills.

Our Slack server is https://otpdevs.slack.com and you can request an invite from https://slack.otpdevs.com",359
Counterpoint Hackerspace,https://www.meetup.com/counterpoint/,https://secure.meetupstatic.com/photos/event/7/3/f/b/600_461909691.jpeg,"We are Counterpoint. Counterpoint is a hackerspace for technical-creative projects, doocratically run by our members. We are a non-profit educational institution intended for public benefit. Come and visit our space located in Roswell, Georgia. We teach, we learn, we share.

Join the conversation by going to matrix.counterpointhackers.org",356
